created_at,entry_id,field1
2019-03-14 14:34:09 UTC,79,"25.50

"
2019-03-14 14:35:24 UTC,80,"25.56

"
2019-03-14 14:36:40 UTC,81,"25.62

"
2019-03-14 14:37:55 UTC,82,"25.50

"
2019-03-14 14:39:11 UTC,83,"25.50

"
2019-03-14 14:40:26 UTC,84,"25.50

"
2019-03-14 14:41:41 UTC,85,"25.56

"
2019-03-14 14:42:57 UTC,86,"25.62

"
2019-03-14 14:44:12 UTC,87,"25.50

"
2019-03-14 14:45:28 UTC,88,"25.50

"
2019-03-14 14:46:43 UTC,89,"25.56

"
2019-03-14 14:47:59 UTC,90,"25.56

"
2019-03-14 14:49:14 UTC,91,"25.56

"
2019-03-14 14:50:30 UTC,92,"25.50

"
2019-03-14 14:51:45 UTC,93,"25.50

"
2019-03-14 14:53:00 UTC,94,"25.50

"
2019-03-14 14:54:18 UTC,95,"25.56

"
2019-03-14 14:55:40 UTC,96,"25.56

"
2019-03-14 14:56:47 UTC,97,"25.44

"
2019-03-14 14:58:02 UTC,98,"25.50

"
2019-03-14 14:59:17 UTC,99,"25.56

"
2019-03-14 15:00:33 UTC,100,"25.75

"
2019-03-14 15:01:48 UTC,101,"25.50

"
2019-03-14 15:03:03 UTC,102,"25.44

"
2019-03-14 15:04:19 UTC,103,"25.50

"
2019-03-14 15:05:34 UTC,104,"25.56

"
2019-03-14 15:06:50 UTC,105,"25.62

"
2019-03-14 15:08:05 UTC,106,"25.37

"
2019-03-14 15:09:20 UTC,107,"25.37

"
2019-03-14 15:10:36 UTC,108,"25.44

"
2019-03-14 15:11:52 UTC,109,"25.56

"
2019-03-14 15:13:06 UTC,110,"25.62

"
2019-03-14 15:14:22 UTC,111,"25.37

"
2019-03-14 15:15:37 UTC,112,"25.37

"
2019-03-14 15:16:52 UTC,113,"25.50

"
2019-03-14 15:18:08 UTC,114,"25.56

"
2019-03-14 15:19:23 UTC,115,"25.62

"
2019-03-14 15:20:39 UTC,116,"25.37

"
2019-03-14 15:21:54 UTC,117,"25.44

"
2019-03-14 15:23:09 UTC,118,"25.50

"
2019-03-14 15:24:25 UTC,119,"25.56

"
2019-03-14 15:25:41 UTC,120,"25.62

"
2019-03-14 15:26:55 UTC,121,"25.50

"
2019-03-14 15:28:11 UTC,122,"25.50

"
2019-03-14 15:29:27 UTC,123,"25.56

"
2019-03-14 15:30:42 UTC,124,"25.62

"
2019-03-14 15:31:57 UTC,125,"25.69

"
2019-03-14 15:33:13 UTC,126,"25.44

"
2019-03-14 15:34:28 UTC,127,"25.44

"
2019-03-14 15:35:43 UTC,128,"25.50

"
2019-03-14 15:36:59 UTC,129,"25.62

"
2019-03-14 15:38:14 UTC,130,"25.62

"
2019-03-14 15:39:30 UTC,131,"25.37

"
2019-03-14 15:40:45 UTC,132,"25.44

"
2019-03-14 15:42:01 UTC,133,"25.56

"
2019-03-14 15:43:16 UTC,134,"25.62

"
2019-03-14 15:44:31 UTC,135,"25.62

"
2019-03-14 15:45:47 UTC,136,"25.50

"
2019-03-14 15:47:02 UTC,137,"25.56

"
2019-03-14 15:48:17 UTC,138,"25.62

"
2019-03-14 15:49:33 UTC,139,"25.62

"
2019-03-14 15:50:48 UTC,140,"25.56

"
2019-03-14 15:52:03 UTC,141,"25.69

"
2019-03-14 15:53:19 UTC,142,"25.75

"
2019-03-14 15:54:34 UTC,143,"25.69

"
2019-03-14 15:55:50 UTC,144,"25.56

"
2019-03-14 15:57:05 UTC,145,"25.62

"
2019-03-14 15:58:20 UTC,146,"25.75

"
2019-03-14 15:59:36 UTC,147,"25.69

"
2019-03-14 16:00:51 UTC,148,"25.56

"
2019-03-14 16:02:06 UTC,149,"25.62

"
2019-03-14 16:03:22 UTC,150,"25.69

"
2019-03-14 16:04:37 UTC,151,"25.75

"
2019-03-14 16:05:53 UTC,152,"25.50

"
2019-03-14 16:07:08 UTC,153,"25.56

"
2019-03-14 16:08:23 UTC,154,"25.62

"
2019-03-14 16:09:39 UTC,155,"25.75

"
2019-03-14 16:10:54 UTC,156,"25.50

"
2019-03-14 16:12:09 UTC,157,"25.56

"
2019-03-14 16:13:25 UTC,158,"25.62

"
2019-03-14 16:14:40 UTC,159,"25.69

"
2019-03-14 16:15:55 UTC,160,"25.62

"
2019-03-14 16:17:11 UTC,161,"25.50

"
2019-03-14 16:18:26 UTC,162,"25.62

"
2019-03-14 16:19:42 UTC,163,"25.69

"
2019-03-14 16:20:57 UTC,164,"25.75

"
2019-03-14 16:22:12 UTC,165,"25.56

"
2019-03-14 16:23:28 UTC,166,"25.62

"
2019-03-14 16:24:43 UTC,167,"25.69

"
2019-03-14 16:25:58 UTC,168,"25.69

"
2019-03-14 16:27:14 UTC,169,"25.56

"
2019-03-14 16:28:29 UTC,170,"25.56

"
2019-03-14 16:29:44 UTC,171,"25.62

"
2019-03-14 16:31:00 UTC,172,"25.69

"
2019-03-14 16:32:18 UTC,173,"25.50

"
2019-03-14 16:33:31 UTC,174,"25.50

"
2019-03-14 16:34:46 UTC,175,"25.62

"
2019-03-14 16:36:01 UTC,176,"25.69

"
2019-03-14 16:37:17 UTC,177,"25.44

"
2019-03-14 16:38:32 UTC,178,"25.50

"
2019-03-14 16:39:47 UTC,179,"25.62

"
2019-03-14 16:41:04 UTC,180,"25.62

"
2019-03-14 16:42:18 UTC,181,"25.44

"
2019-03-14 16:43:34 UTC,182,"25.50

"
2019-03-14 16:44:49 UTC,183,"25.56

"
2019-03-14 16:46:04 UTC,184,"25.62

"
2019-03-14 16:47:20 UTC,185,"25.50

"
2019-03-14 16:48:35 UTC,186,"25.56

"
2019-03-14 16:49:50 UTC,187,"25.62

"
2019-03-14 16:51:06 UTC,188,"25.69

"
2019-03-14 16:52:21 UTC,189,"25.44

"
2019-03-14 16:53:37 UTC,190,"25.50

"
2019-03-14 16:54:52 UTC,191,"25.62

"
2019-03-14 16:56:07 UTC,192,"25.62

"
2019-03-14 16:57:23 UTC,193,"25.50

"
2019-03-14 16:58:38 UTC,194,"25.50

"
2019-03-14 16:59:53 UTC,195,"25.62

"
2019-03-14 17:01:09 UTC,196,"25.69

"
2019-03-14 17:02:24 UTC,197,"25.56

"
2019-03-14 17:03:40 UTC,198,"25.50

"
2019-03-14 17:04:55 UTC,199,"25.56

"
2019-03-14 17:06:10 UTC,200,"25.69

"
2019-03-14 17:07:26 UTC,201,"25.75

"
2019-03-14 17:08:41 UTC,202,"25.50

"
2019-03-14 17:09:57 UTC,203,"25.50

"
2019-03-14 17:11:12 UTC,204,"25.62

"
2019-03-14 17:12:27 UTC,205,"25.69

"
2019-03-14 17:13:43 UTC,206,"25.69

"
2019-03-14 17:14:58 UTC,207,"25.56

"
2019-03-14 17:16:13 UTC,208,"25.62

"
2019-03-14 17:17:29 UTC,209,"25.69

"
2019-03-14 17:18:44 UTC,210,"25.81

"
2019-03-14 17:20:00 UTC,211,"25.69

"
2019-03-14 17:21:15 UTC,212,"25.56

"
2019-03-14 17:22:30 UTC,213,"25.69

"
2019-03-14 17:23:45 UTC,214,"25.69

"
2019-03-14 17:25:01 UTC,215,"25.75

"
2019-03-14 17:26:16 UTC,216,"25.56

"
2019-03-14 17:27:32 UTC,217,"25.62

"
2019-03-14 17:28:47 UTC,218,"25.69

"
2019-03-14 17:30:02 UTC,219,"25.75

"
2019-03-14 17:31:18 UTC,220,"25.69

"
2019-03-14 17:32:33 UTC,221,"25.56

"
2019-03-14 17:33:48 UTC,222,"25.62

"
2019-03-14 17:35:04 UTC,223,"25.69

"
2019-03-14 17:36:19 UTC,224,"25.81

"
2019-03-14 17:37:35 UTC,225,"25.62

"
2019-03-14 17:38:50 UTC,226,"25.62

"
2019-03-14 17:40:05 UTC,227,"25.69

"
2019-03-14 17:41:21 UTC,228,"25.81

"
2019-03-14 17:42:36 UTC,229,"25.75

"
2019-03-14 17:43:51 UTC,230,"25.62

"
2019-03-14 17:45:07 UTC,231,"25.69

"
2019-03-14 17:46:22 UTC,232,"25.75

"
2019-03-14 17:47:37 UTC,233,"25.81

"
2019-03-14 17:48:53 UTC,234,"25.56

"
2019-03-14 17:50:08 UTC,235,"25.62

"
2019-03-14 17:51:24 UTC,236,"25.75

"
2019-03-14 17:52:39 UTC,237,"25.81

"
2019-03-14 17:53:54 UTC,238,"25.69

"
2019-03-14 17:55:10 UTC,239,"25.56

"
2019-03-14 17:56:26 UTC,240,"25.62

"
2019-03-14 17:57:41 UTC,241,"25.75

"
2019-03-14 17:58:56 UTC,242,"25.75

"
2019-03-14 18:00:11 UTC,243,"25.56

"
2019-03-14 18:01:27 UTC,244,"25.62

"
2019-03-14 18:02:42 UTC,245,"25.75

"
2019-03-14 18:03:57 UTC,246,"25.81

"
2019-03-14 18:05:13 UTC,247,"25.81

"
2019-03-14 18:06:28 UTC,248,"25.62

"
2019-03-14 18:07:43 UTC,249,"25.69

"
2019-03-14 18:08:59 UTC,250,"25.81

"
2019-03-14 18:10:14 UTC,251,"25.88

"
2019-03-14 18:11:30 UTC,252,"25.75

"
2019-03-14 18:12:45 UTC,253,"25.62

"
2019-03-14 18:14:00 UTC,254,"25.75

"
2019-03-14 18:15:16 UTC,255,"25.81

"
2019-03-14 18:16:31 UTC,256,"25.88

"
2019-03-14 18:17:46 UTC,257,"25.75

"
2019-03-14 18:19:02 UTC,258,"25.62

"
2019-03-14 18:20:17 UTC,259,"25.69

"
2019-03-14 18:21:32 UTC,260,"25.81

"
2019-03-14 18:22:48 UTC,261,"25.81

"
2019-03-14 18:24:03 UTC,262,"25.62

"
2019-03-14 18:25:18 UTC,263,"25.69

"
2019-03-14 18:26:34 UTC,264,"25.75

"
2019-03-14 18:27:49 UTC,265,"25.88

"
2019-03-14 18:29:05 UTC,266,"25.75

"
2019-03-14 18:30:20 UTC,267,"25.62

"
2019-03-14 18:31:35 UTC,268,"25.75

"
2019-03-14 18:32:51 UTC,269,"25.81

"
2019-03-14 18:34:06 UTC,270,"25.75

"
2019-03-14 18:35:21 UTC,271,"25.56

"
2019-03-14 18:36:37 UTC,272,"25.62

"
2019-03-14 18:37:52 UTC,273,"25.75

"
2019-03-14 18:39:08 UTC,274,"25.81

"
2019-03-14 18:40:23 UTC,275,"25.75

"
2019-03-14 18:41:38 UTC,276,"25.56

"
2019-03-14 18:42:54 UTC,277,"25.69

"
2019-03-14 18:44:09 UTC,278,"25.81

"
2019-03-14 18:45:24 UTC,279,"25.75

"
2019-03-14 18:46:40 UTC,280,"25.62

"
2019-03-14 18:47:55 UTC,281,"25.69

"
2019-03-14 18:49:11 UTC,282,"25.81

"
2019-03-14 18:50:26 UTC,283,"25.88

"
2019-03-14 18:51:41 UTC,284,"25.62

"
2019-03-14 18:52:57 UTC,285,"25.62

"
2019-03-14 18:54:12 UTC,286,"25.75

"
2019-03-14 18:55:27 UTC,287,"25.81

"
2019-03-14 18:56:43 UTC,288,"25.69

"
2019-03-14 18:57:58 UTC,289,"25.56

"
2019-03-14 18:59:13 UTC,290,"25.69

"
2019-03-14 19:00:29 UTC,291,"25.75

"
2019-03-14 19:01:44 UTC,292,"25.81

"
2019-03-14 19:03:00 UTC,293,"25.62

"
2019-03-14 19:04:15 UTC,294,"25.69

"
2019-03-14 19:05:30 UTC,295,"25.75

"
2019-03-14 19:06:46 UTC,296,"25.81

"
2019-03-14 19:08:01 UTC,297,"25.75

"
2019-03-14 19:09:16 UTC,298,"25.56

"
2019-03-14 19:10:32 UTC,299,"25.69

"
2019-03-14 19:11:47 UTC,300,"25.75

"
2019-03-14 19:13:02 UTC,301,"25.88

"
2019-03-14 19:14:18 UTC,302,"25.69

"
2019-03-14 19:15:33 UTC,303,"25.69

"
2019-03-14 19:16:49 UTC,304,"25.81

"
2019-03-14 19:18:04 UTC,305,"25.88

"
2019-03-14 19:19:19 UTC,306,"25.94

"
2019-03-14 19:20:35 UTC,307,"25.69

"
2019-03-14 19:21:50 UTC,308,"25.69

"
2019-03-14 19:23:06 UTC,309,"25.81

"
2019-03-14 19:24:21 UTC,310,"25.88

"
2019-03-14 19:25:36 UTC,311,"25.75

"
2019-03-14 19:26:51 UTC,312,"25.62

"
2019-03-14 19:28:07 UTC,313,"25.69

"
2019-03-14 19:29:22 UTC,314,"25.81

"
2019-03-14 19:30:38 UTC,315,"25.81

"
2019-03-14 19:31:53 UTC,316,"25.62

"
2019-03-14 19:33:08 UTC,317,"25.69

"
2019-03-14 19:34:24 UTC,318,"25.81

"
2019-03-14 19:35:39 UTC,319,"25.88

"
2019-03-14 19:36:54 UTC,320,"25.69

"
2019-03-14 19:38:10 UTC,321,"25.62

"
2019-03-14 19:39:25 UTC,322,"25.69

"
2019-03-14 19:40:41 UTC,323,"25.81

"
2019-03-14 19:41:56 UTC,324,"25.81

"
2019-03-14 19:43:11 UTC,325,"25.56

"
2019-03-14 19:44:27 UTC,326,"25.75

"
2019-03-14 19:45:42 UTC,327,"25.81

"
2019-03-14 19:46:57 UTC,328,"25.88

"
2019-03-14 19:48:13 UTC,329,"25.75

"
2019-03-14 19:49:28 UTC,330,"25.75

"
2019-03-14 19:50:43 UTC,331,"25.81

"
2019-03-14 19:51:59 UTC,332,"25.88

"
2019-03-14 19:53:14 UTC,333,"25.75

"
2019-03-14 19:54:30 UTC,334,"25.69

"
2019-03-14 19:55:45 UTC,335,"25.75

"
2019-03-14 19:57:00 UTC,336,"25.88

"
2019-03-14 19:58:16 UTC,337,"25.75

"
2019-03-14 19:59:31 UTC,338,"25.69

"
2019-03-14 20:00:46 UTC,339,"25.75

"
2019-03-14 20:02:02 UTC,340,"25.81

"
2019-03-14 20:03:17 UTC,341,"25.75

"
2019-03-14 20:04:32 UTC,342,"25.69

"
2019-03-14 20:05:48 UTC,343,"25.75

"
2019-03-14 20:07:03 UTC,344,"25.81

"
2019-03-14 20:08:19 UTC,345,"25.81

"
2019-03-14 20:09:34 UTC,346,"25.62

"
2019-03-14 20:10:49 UTC,347,"25.69

"
2019-03-14 20:12:05 UTC,348,"25.81

"
2019-03-14 20:13:20 UTC,349,"25.94

"
2019-03-14 20:14:36 UTC,350,"25.88

"
2019-03-14 20:15:51 UTC,351,"25.81

"
2019-03-14 20:17:06 UTC,352,"25.88

"
2019-03-14 20:18:22 UTC,353,"26.00

"
2019-03-14 20:19:37 UTC,354,"26.00

"
2019-03-14 20:20:52 UTC,355,"25.88

"
2019-03-14 20:22:08 UTC,356,"25.88

"
2019-03-14 20:23:23 UTC,357,"25.94

"
2019-03-14 20:24:38 UTC,358,"26.00

"
2019-03-14 20:25:54 UTC,359,"25.94

"
2019-03-14 20:27:09 UTC,360,"25.88

"
2019-03-14 20:28:25 UTC,361,"25.94

"
2019-03-14 20:29:40 UTC,362,"26.00

"
2019-03-14 20:30:55 UTC,363,"25.94

"
2019-03-14 20:32:11 UTC,364,"25.94

"
2019-03-14 20:33:26 UTC,365,"26.00

"
2019-03-14 20:34:41 UTC,366,"26.06

"
2019-03-14 20:35:57 UTC,367,"26.00

"
2019-03-14 20:37:12 UTC,368,"25.88

"
2019-03-14 20:38:27 UTC,369,"25.94

"
2019-03-14 20:39:43 UTC,370,"26.06

"
2019-03-14 20:40:58 UTC,371,"25.94

"
2019-03-14 20:42:14 UTC,372,"25.88

"
2019-03-14 20:43:29 UTC,373,"25.94

"
2019-03-14 20:44:44 UTC,374,"26.00

"
2019-03-14 20:46:00 UTC,375,"25.94

"
2019-03-14 20:47:15 UTC,376,"25.88

"
2019-03-14 20:48:30 UTC,377,"25.94

"
2019-03-14 20:49:46 UTC,378,"26.00

"
2019-03-14 20:51:01 UTC,379,"25.94

"
2019-03-14 20:52:17 UTC,380,"25.88

"
2019-03-14 20:53:32 UTC,381,"25.88

"
2019-03-14 20:54:47 UTC,382,"25.94

"
2019-03-14 20:56:03 UTC,383,"25.94

"
2019-03-14 20:57:19 UTC,384,"25.94

"
2019-03-14 20:58:33 UTC,385,"26.00

"
2019-03-14 20:59:49 UTC,386,"26.12

"
2019-03-14 21:01:04 UTC,387,"26.00

"
2019-03-14 21:02:19 UTC,388,"25.94

"
2019-03-14 21:03:35 UTC,389,"26.06

"
2019-03-14 21:04:50 UTC,390,"26.06

"
2019-03-14 21:06:06 UTC,391,"26.00

"
2019-03-14 21:07:21 UTC,392,"26.00

"
2019-03-14 21:08:36 UTC,393,"26.00

"
2019-03-14 21:09:52 UTC,394,"26.06

"
2019-03-14 21:11:07 UTC,395,"25.94

"
2019-03-14 21:12:22 UTC,396,"26.00

"
2019-03-14 21:13:38 UTC,397,"26.00

"
2019-03-14 21:14:53 UTC,398,"26.06

"
2019-03-14 21:16:08 UTC,399,"25.94

"
2019-03-14 21:17:24 UTC,400,"25.94

"
2019-03-14 21:18:39 UTC,401,"26.00

"
2019-03-14 21:19:55 UTC,402,"26.12

"
2019-03-14 21:21:10 UTC,403,"25.94

"
2019-03-14 21:22:25 UTC,404,"25.94

"
2019-03-14 21:23:41 UTC,405,"26.00

"
2019-03-14 21:24:56 UTC,406,"26.06

"
2019-03-14 21:26:11 UTC,407,"25.94

"
2019-03-14 21:27:27 UTC,408,"25.94

"
2019-03-14 21:28:42 UTC,409,"26.00

"
2019-03-14 21:29:57 UTC,410,"26.12

"
2019-03-14 21:31:13 UTC,411,"26.00

"
2019-03-14 21:32:28 UTC,412,"25.94

"
2019-03-14 21:33:43 UTC,413,"26.00

"
2019-03-14 21:34:59 UTC,414,"26.06

"
2019-03-14 21:36:17 UTC,415,"26.00

"
2019-03-14 21:37:30 UTC,416,"25.94

"
2019-03-14 21:38:45 UTC,417,"26.00

"
2019-03-14 21:40:00 UTC,418,"26.06

"
2019-03-14 21:41:16 UTC,419,"26.12

"
2019-03-14 21:42:31 UTC,420,"26.00

"
2019-03-14 21:43:46 UTC,421,"26.00

"
2019-03-14 21:45:02 UTC,422,"26.12

"
2019-03-14 21:46:17 UTC,423,"26.12

"
2019-03-14 21:47:33 UTC,424,"26.12

"
2019-03-14 21:48:48 UTC,425,"26.00

"
2019-03-14 21:50:03 UTC,426,"26.06

"
2019-03-14 21:51:19 UTC,427,"26.12

"
2019-03-14 21:52:34 UTC,428,"26.19

"
2019-03-14 21:53:49 UTC,429,"26.06

"
2019-03-14 21:55:05 UTC,430,"26.06

"
2019-03-14 21:56:20 UTC,431,"26.12

"
2019-03-14 21:57:35 UTC,432,"26.19

"
2019-03-14 21:58:51 UTC,433,"26.06

"
2019-03-14 22:00:06 UTC,434,"26.06

"
2019-03-14 22:01:24 UTC,435,"26.12

"
2019-03-14 22:02:37 UTC,436,"26.19

"
2019-03-14 22:03:52 UTC,437,"26.12

"
2019-03-14 22:05:08 UTC,438,"26.00

"
2019-03-14 22:06:23 UTC,439,"26.06

"
2019-03-14 22:07:38 UTC,440,"26.19

"
2019-03-14 22:08:54 UTC,441,"26.19

"
2019-03-14 22:10:09 UTC,442,"26.06

"
2019-03-14 22:11:24 UTC,443,"26.06

"
2019-03-14 22:12:40 UTC,444,"26.12

"
2019-03-14 22:13:55 UTC,445,"26.19

"
2019-03-14 22:15:11 UTC,446,"26.12

"
2019-03-14 22:16:26 UTC,447,"26.06

"
2019-03-14 22:17:41 UTC,448,"26.12

"
2019-03-14 22:18:57 UTC,449,"26.25

"
2019-03-14 22:20:12 UTC,450,"26.12

"
2019-03-14 22:21:27 UTC,451,"26.06

"
2019-03-14 22:22:43 UTC,452,"26.06

"
2019-03-14 22:23:58 UTC,453,"26.19

"
2019-03-14 22:25:14 UTC,454,"26.19

"
2019-03-14 22:26:29 UTC,455,"26.00

"
2019-03-14 22:27:44 UTC,456,"26.06

"
2019-03-14 22:29:00 UTC,457,"26.12

"
2019-03-14 22:30:15 UTC,458,"26.12

"
2019-03-14 22:31:30 UTC,459,"26.00

"
2019-03-14 22:32:46 UTC,460,"26.00

"
2019-03-14 22:34:01 UTC,461,"26.12

"
2019-03-14 22:35:17 UTC,462,"26.12

"
2019-03-14 22:36:32 UTC,463,"26.00

"
2019-03-14 22:37:47 UTC,464,"26.00

"
2019-03-14 22:39:03 UTC,465,"26.12

"
2019-03-14 22:40:18 UTC,466,"26.06

"
2019-03-14 22:41:33 UTC,467,"26.00

"
2019-03-14 22:42:49 UTC,468,"26.00

"
2019-03-14 22:44:04 UTC,469,"26.12

"
2019-03-14 22:45:19 UTC,470,"26.12

"
2019-03-14 22:46:35 UTC,471,"26.06

"
2019-03-14 22:47:50 UTC,472,"26.06

"
2019-03-14 22:49:05 UTC,473,"26.12

"
2019-03-14 22:50:21 UTC,474,"26.12

"
2019-03-14 22:51:36 UTC,475,"26.06

"
2019-03-14 22:52:52 UTC,476,"26.06

"
2019-03-14 22:54:07 UTC,477,"26.12

"
2019-03-14 22:55:22 UTC,478,"26.19

"
2019-03-14 22:56:38 UTC,479,"26.00

"
2019-03-14 22:57:53 UTC,480,"25.94

"
2019-03-14 22:59:08 UTC,481,"26.06

"
2019-03-14 23:00:24 UTC,482,"26.19

"
2019-03-14 23:01:39 UTC,483,"26.12

"
2019-03-14 23:02:54 UTC,484,"26.00

"
2019-03-14 23:04:10 UTC,485,"26.00

"
2019-03-14 23:05:25 UTC,486,"26.00

"
2019-03-14 23:06:41 UTC,487,"26.12

"
2019-03-14 23:07:56 UTC,488,"26.00

"
2019-03-14 23:09:11 UTC,489,"25.94

"
2019-03-14 23:10:27 UTC,490,"26.06

"
2019-03-14 23:11:42 UTC,491,"26.12

"
2019-03-14 23:12:57 UTC,492,"26.06

"
2019-03-14 23:14:13 UTC,493,"25.88

"
2019-03-14 23:15:28 UTC,494,"25.94

"
2019-03-14 23:16:44 UTC,495,"26.00

"
2019-03-14 23:17:59 UTC,496,"26.06

"
2019-03-14 23:19:14 UTC,497,"25.94

"
2019-03-14 23:20:30 UTC,498,"25.88

"
2019-03-14 23:21:45 UTC,499,"26.00

"
2019-03-14 23:23:00 UTC,500,"26.12

"
2019-03-14 23:24:16 UTC,501,"26.06

"
2019-03-14 23:25:31 UTC,502,"26.00

"
2019-03-14 23:26:46 UTC,503,"26.06

"
2019-03-14 23:28:02 UTC,504,"26.12

"
2019-03-14 23:29:17 UTC,505,"26.06

"
2019-03-14 23:30:33 UTC,506,"25.88

"
2019-03-14 23:31:48 UTC,507,"25.94

"
2019-03-14 23:33:03 UTC,508,"26.06

"
2019-03-14 23:34:19 UTC,509,"26.06

"
2019-03-14 23:35:34 UTC,510,"25.94

"
2019-03-14 23:36:49 UTC,511,"25.94

"
2019-03-14 23:38:05 UTC,512,"26.06

"
2019-03-14 23:39:20 UTC,513,"26.00

"
2019-03-14 23:40:35 UTC,514,"25.88

"
2019-03-14 23:41:51 UTC,515,"26.00

"
2019-03-14 23:43:06 UTC,516,"26.06

"
2019-03-14 23:44:22 UTC,517,"26.12

"
2019-03-14 23:45:37 UTC,518,"25.94

"
2019-03-14 23:46:52 UTC,519,"25.94

"
2019-03-14 23:48:08 UTC,520,"26.00

"
2019-03-14 23:49:23 UTC,521,"26.12

"
2019-03-14 23:50:38 UTC,522,"26.06

"
2019-03-14 23:51:54 UTC,523,"25.94

"
2019-03-14 23:53:09 UTC,524,"26.00

"
2019-03-14 23:54:24 UTC,525,"26.12

"
2019-03-14 23:55:40 UTC,526,"25.94

"
2019-03-14 23:56:55 UTC,527,"25.88

"
2019-03-14 23:58:11 UTC,528,"25.94

"
2019-03-14 23:59:26 UTC,529,"26.00

"
2019-03-15 00:00:41 UTC,530,"25.88

"
2019-03-15 00:01:57 UTC,531,"25.81

"
2019-03-15 00:03:12 UTC,532,"25.88

"
2019-03-15 00:04:28 UTC,533,"26.00

"
2019-03-15 00:05:43 UTC,534,"25.94

"
2019-03-15 00:06:58 UTC,535,"25.81

"
2019-03-15 00:08:14 UTC,536,"25.88

"
2019-03-15 00:09:29 UTC,537,"26.00

"
